SampleNumber ,UNIXTimestamp,HeartRate,BloodOxygen,BodyTemp
33226,1.62E+12,56,96,35
33227,1.62E+12,56,96,35
33228,1.62E+12,56,96,35
33229,1.62E+12,56,96,35
33230,1.62E+12,56,96,35
33231,1.62E+12,56,96,35
33232,1.62E+12,56,96,35
33233,1.62E+12,56,96,35
33234,1.62E+12,56,96,35
33235,1.62E+12,56,96,35
33236,1.62E+12,56,96,35
33237,1.62E+12,56,96,35
33238,1.62E+12,56,96,35
33239,1.62E+12,56,96,35
33240,1.62E+12,56,96,35
33241,1.62E+12,56,96,35
33242,1.62E+12,56,96,35
33243,1.62E+12,56,96,35
33244,1.62E+12,56,96,35
33245,1.62E+12,56,96,35
33246,1.62E+12,56,96,35
33247,1.62E+12,56,96,35
33248,1.62E+12,56,96,35
33249,1.62E+12,56,96,35
33250,1.62E+12,56,96,35
33251,1.62E+12,56,96,35
33252,1.62E+12,56,96,35
33253,1.62E+12,56,96,35
33254,1.62E+12,56,96,35
33255,1.62E+12,56,96,35
33256,1.62E+12,56,96,35
33257,1.62E+12,56,96,35
33258,1.62E+12,56,96,35
33259,1.62E+12,56,96,35
33260,1.62E+12,56,96,35
33261,1.62E+12,56,96,35
33262,1.62E+12,56,96,35
33263,1.62E+12,56,96,35
33264,1.62E+12,56,96,35
33265,1.62E+12,56,96,35
33266,1.62E+12,56,96,35
33267,1.62E+12,56,96,35
33268,1.62E+12,56,96,35
33269,1.62E+12,56,96,35
33270,1.62E+12,56,99,35
33271,1.62E+12,56,99,35
33272,1.62E+12,56,99,35
33273,1.62E+12,56,99,35
33274,1.62E+12,56,99,35
33275,1.62E+12,56,99,35
33276,1.62E+12,56,99,35
33277,1.62E+12,56,99,35
33278,1.62E+12,56,99,35
33279,1.62E+12,56,99,35
33280,1.62E+12,56,99,35
33281,1.62E+12,56,99,35
33282,1.62E+12,56,99,35
33283,1.62E+12,56,99,35
33284,1.62E+12,56,99,35
33285,1.62E+12,56,99,35
33286,1.62E+12,56,99,35
33287,1.62E+12,56,99,35
33288,1.62E+12,56,99,35
33289,1.62E+12,56,99,35
33290,1.62E+12,56,99,35
33291,1.62E+12,56,99,35
33292,1.62E+12,56,99,35
33293,1.62E+12,56,99,35
33294,1.62E+12,56,99,35
33295,1.62E+12,56,99,35
33296,1.62E+12,56,99,35
33297,1.62E+12,56,99,35
33298,1.62E+12,56,99,35
33299,1.62E+12,56,99,35
33300,1.62E+12,56,99,35
33301,1.62E+12,56,99,35
33302,1.62E+12,56,99,35
33303,1.62E+12,56,99,35
33304,1.62E+12,56,99,35
33305,1.62E+12,56,99,35
33306,1.62E+12,56,99,35
33307,1.62E+12,56,99,35
33308,1.62E+12,56,99,35
33309,1.62E+12,56,99,35
33310,1.62E+12,56,99,35
33311,1.62E+12,56,99,35
33312,1.62E+12,56,99,35
33313,1.62E+12,56,99,35
33314,1.62E+12,56,99,35
33315,1.62E+12,56,99,35
33316,1.62E+12,56,99,35
33317,1.62E+12,56,99,35
33318,1.62E+12,56,99,35
33319,1.62E+12,56,99,35
33320,1.62E+12,56,99,35
33321,1.62E+12,56,99,35
33322,1.62E+12,56,99,35
33323,1.62E+12,56,99,35
33324,1.62E+12,56,99,35
33325,1.62E+12,56,99,35
33326,1.62E+12,56,99,35
33327,1.62E+12,56,99,35
33328,1.62E+12,56,99,35
33329,1.62E+12,56,99,35
33330,1.62E+12,56,99,35
33331,1.62E+12,56,99,35
33332,1.62E+12,56,99,35
33333,1.62E+12,56,99,35
33334,1.62E+12,56,99,35
33335,1.62E+12,56,99,35
33336,1.62E+12,56,99,35
33337,1.62E+12,56,99,35
33338,1.62E+12,56,99,35
33339,1.62E+12,56,99,35
33340,1.62E+12,56,99,35
33341,1.62E+12,56,99,35
33342,1.62E+12,36,99,35
33343,1.62E+12,36,99,35
33344,1.62E+12,36,99,35
33345,1.62E+12,36,99,35
33346,1.62E+12,36,99,35
33347,1.62E+12,36,99,35
33348,1.62E+12,36,99,35
33349,1.62E+12,36,99,35
33350,1.62E+12,36,99,35
33351,1.62E+12,36,99,35
33352,1.62E+12,36,99,35
33353,1.62E+12,36,99,35
33354,1.62E+12,36,99,35
33355,1.62E+12,36,99,35
33356,1.62E+12,36,99,35
33357,1.62E+12,36,99,35
33358,1.62E+12,36,99,35
33359,1.62E+12,36,99,35
33360,1.62E+12,36,99,35
33361,1.62E+12,36,99,35
33362,1.62E+12,36,99,35
33363,1.62E+12,36,99,35
33364,1.62E+12,36,99,35
33365,1.62E+12,36,99,35
33366,1.62E+12,36,99,35
33367,1.62E+12,36,99,35
33368,1.62E+12,36,99,35
33369,1.62E+12,36,99,35
33370,1.62E+12,36,99,35
33371,1.62E+12,36,99,35
33372,1.62E+12,36,99,35
33373,1.62E+12,36,99,35
33374,1.62E+12,36,99,35
33375,1.62E+12,36,99,35
33376,1.62E+12,36,99,35
33377,1.62E+12,36,99,35
33378,1.62E+12,36,99,35
33379,1.62E+12,36,99,35
33380,1.62E+12,36,99,35
33381,1.62E+12,36,99,35
33382,1.62E+12,36,99,35
33383,1.62E+12,36,99,35
33384,1.62E+12,36,99,35
33385,1.62E+12,36,99,35
33386,1.62E+12,36,99,35
33387,1.62E+12,36,99,35
33388,1.62E+12,36,99,35
33389,1.62E+12,36,99,35
33390,1.62E+12,36,99,35
33391,1.62E+12,36,99,35
33392,1.62E+12,36,99,35
33393,1.62E+12,36,99,35
33394,1.62E+12,36,99,35
33395,1.62E+12,36,99,35
33396,1.62E+12,36,99,35
33397,1.62E+12,36,99,35
33398,1.62E+12,36,99,35
33399,1.62E+12,36,99,35
33400,1.62E+12,36,99,35
33401,1.62E+12,36,99,35
33402,1.62E+12,36,99,35
33403,1.62E+12,36,99,35
33404,1.62E+12,36,99,35
33405,1.62E+12,36,99,35
33406,1.62E+12,36,99,35
33407,1.62E+12,36,99,35
33408,1.62E+12,36,99,35
33409,1.62E+12,36,99,35
33410,1.62E+12,36,99,35
33411,1.62E+12,36,99,35
33412,1.62E+12,36,99,35
33413,1.62E+12,36,99,35
33414,1.62E+12,36,99,35
33415,1.62E+12,57,99,35
33416,1.62E+12,57,99,35
33417,1.62E+12,57,99,35
33418,1.62E+12,57,99,35
33419,1.62E+12,57,99,35
33420,1.62E+12,57,99,35
33421,1.62E+12,57,99,35
33422,1.62E+12,57,99,35
33423,1.62E+12,57,99,35
33424,1.62E+12,57,99,35
33425,1.62E+12,57,99,35
33426,1.62E+12,57,99,35
33427,1.62E+12,57,99,35
33428,1.62E+12,57,99,35
33429,1.62E+12,57,99,35
33430,1.62E+12,57,99,35
33431,1.62E+12,57,99,35
33432,1.62E+12,57,99,35
33433,1.62E+12,57,99,35
33434,1.62E+12,57,99,35
33435,1.62E+12,57,99,35
33436,1.62E+12,57,99,35
33437,1.62E+12,57,99,35
33438,1.62E+12,57,99,35
33439,1.62E+12,57,99,35
33440,1.62E+12,57,99,35
33441,1.62E+12,57,99,35
33442,1.62E+12,57,99,35
33443,1.62E+12,57,99,35
33444,1.62E+12,57,99,35
33445,1.62E+12,57,99,35
33446,1.62E+12,57,99,35
33447,1.62E+12,57,99,35
33448,1.62E+12,57,99,35
33449,1.62E+12,57,99,35
33450,1.62E+12,57,99,35
33451,1.62E+12,57,99,35
33452,1.62E+12,40,99,35
33453,1.62E+12,40,99,35
33454,1.62E+12,40,99,35
33455,1.62E+12,40,99,35
33456,1.62E+12,40,99,35
33457,1.62E+12,40,99,35
33458,1.62E+12,40,99,35
33459,1.62E+12,40,99,35
33460,1.62E+12,40,99,35
33461,1.62E+12,40,99,35
33462,1.62E+12,40,99,35
33463,1.62E+12,40,99,35
33464,1.62E+12,40,99,35
33465,1.62E+12,40,99,35
33466,1.62E+12,40,99,35
33467,1.62E+12,40,99,35
33468,1.62E+12,40,99,35
33469,1.62E+12,40,99,35
33470,1.62E+12,40,99,35
33471,1.62E+12,40,99,35
33472,1.62E+12,40,99,35
33473,1.62E+12,40,99,35
33474,1.62E+12,40,99,35
33475,1.62E+12,40,99,35
33476,1.62E+12,40,99,35
33477,1.62E+12,40,99,35
33478,1.62E+12,40,99,35
33479,1.62E+12,40,99,35
33480,1.62E+12,40,99,35
33481,1.62E+12,40,99,35
33482,1.62E+12,40,99,35
33483,1.62E+12,40,99,35
33484,1.62E+12,40,99,35
33485,1.62E+12,40,99,35
33486,1.62E+12,40,99,35
33487,1.62E+12,40,99,35
33488,1.62E+12,50,99,35
33489,1.62E+12,50,99,35
33490,1.62E+12,50,99,35
33491,1.62E+12,50,99,35
33492,1.62E+12,50,99,35
33493,1.62E+12,50,99,35
33494,1.62E+12,50,99,35
33495,1.62E+12,50,99,35
33496,1.62E+12,50,99,35
33497,1.62E+12,50,99,35
33498,1.62E+12,50,99,35
33499,1.62E+12,50,99,35
33500,1.62E+12,50,99,35
33501,1.62E+12,50,99,35
33502,1.62E+12,50,99,35
33503,1.62E+12,50,99,35
33504,1.62E+12,50,99,35
33505,1.62E+12,50,99,35
33506,1.62E+12,50,99,35
33507,1.62E+12,50,99,35
33508,1.62E+12,50,99,35
33509,1.62E+12,50,99,35
33510,1.62E+12,50,99,35
33511,1.62E+12,50,99,35
33512,1.62E+12,50,99,35
33513,1.62E+12,50,99,35
33514,1.62E+12,50,99,35
33515,1.62E+12,50,99,35
33516,1.62E+12,50,99,35
33517,1.62E+12,50,99,35
33518,1.62E+12,50,99,35
33519,1.62E+12,50,99,35
33520,1.62E+12,50,99,35
33521,1.62E+12,50,99,35
33522,1.62E+12,50,99,35
33523,1.62E+12,50,99,35
33524,1.62E+12,50,99,35
33525,1.62E+12,50,99,35
33526,1.62E+12,50,99,35
33527,1.62E+12,50,99,35
33528,1.62E+12,50,99,35
33529,1.62E+12,50,99,35
33530,1.62E+12,50,99,35
33531,1.62E+12,50,99,35
33532,1.62E+12,50,99,35
33533,1.62E+12,50,99,35
33534,1.62E+12,50,99,35
33535,1.62E+12,50,99,35
33536,1.62E+12,50,99,35
33537,1.62E+12,50,99,35
33538,1.62E+12,50,99,35
33539,1.62E+12,50,99,35
33540,1.62E+12,50,99,35
33541,1.62E+12,50,99,35
33542,1.62E+12,50,99,35
33543,1.62E+12,50,99,35
33544,1.62E+12,50,99,35
33545,1.62E+12,50,99,35
33546,1.62E+12,50,99,35
33547,1.62E+12,50,99,35
33548,1.62E+12,50,99,35
33549,1.62E+12,50,99,35
33550,1.62E+12,50,99,35
33551,1.62E+12,50,99,35
33552,1.62E+12,50,99,35
33553,1.62E+12,50,99,35
33554,1.62E+12,50,99,35
33555,1.62E+12,50,99,35
33556,1.62E+12,50,99,35
33557,1.62E+12,50,99,35
33558,1.62E+12,50,99,35
33559,1.62E+12,50,99,35
33560,1.62E+12,50,99,35
33561,1.62E+12,50,99,35
33562,1.62E+12,50,99,35
33563,1.62E+12,50,99,35
33564,1.62E+12,50,99,35
33565,1.62E+12,50,99,35
33566,1.62E+12,50,99,35
33567,1.62E+12,50,99,35
33568,1.62E+12,50,99,35
33569,1.62E+12,50,99,35
33570,1.62E+12,50,99,35
33571,1.62E+12,50,99,35
33572,1.62E+12,50,99,35
33573,1.62E+12,50,99,35
33574,1.62E+12,50,99,35
33575,1.62E+12,50,99,35
33576,1.62E+12,50,99,35
33577,1.62E+12,50,99,35
33578,1.62E+12,50,99,35
33579,1.62E+12,50,99,35
33580,1.62E+12,50,99,35
33581,1.62E+12,50,99,35
33582,1.62E+12,50,99,35
33583,1.62E+12,50,99,35
33584,1.62E+12,50,99,35
33585,1.62E+12,50,99,35
33586,1.62E+12,50,99,35
33587,1.62E+12,50,99,35
33588,1.62E+12,50,99,35
33589,1.62E+12,50,99,35
33590,1.62E+12,50,99,35
33591,1.62E+12,50,99,35
33592,1.62E+12,50,99,35
33593,1.62E+12,50,99,35
33594,1.62E+12,50,99,35
33595,1.62E+12,50,99,35
33596,1.62E+12,50,99,35
33597,1.62E+12,50,99,35
33598,1.62E+12,50,99,35
33599,1.62E+12,50,99,35
33600,1.62E+12,50,99,35
33601,1.62E+12,50,99,35
33602,1.62E+12,50,99,35
33603,1.62E+12,50,99,35
33604,1.62E+12,50,99,35
33605,1.62E+12,50,99,35
33606,1.62E+12,50,99,35
33607,1.62E+12,50,99,35
33608,1.62E+12,50,99,35
33609,1.62E+12,50,99,35
33610,1.62E+12,50,99,35
33611,1.62E+12,50,99,35
33612,1.62E+12,50,99,35
33613,1.62E+12,50,99,35
33614,1.62E+12,50,99,35
33615,1.62E+12,50,99,35
33616,1.62E+12,50,99,35
33617,1.62E+12,50,99,35
33618,1.62E+12,50,99,35
33619,1.62E+12,50,99,35
33620,1.62E+12,50,99,35
33621,1.62E+12,50,99,35
33622,1.62E+12,50,99,35
33623,1.62E+12,50,99,35
33624,1.62E+12,50,99,35
33625,1.62E+12,50,99,35
33626,1.62E+12,50,99,35
33627,1.62E+12,50,99,35
33628,1.62E+12,50,99,35
33629,1.62E+12,50,99,35
33630,1.62E+12,50,99,35
33631,1.62E+12,50,99,35
33632,1.62E+12,50,99,35
33633,1.62E+12,50,99,35
33634,1.62E+12,50,99,35
33635,1.62E+12,50,99,35
33636,1.62E+12,50,99,35
33637,1.62E+12,50,99,35
33638,1.62E+12,50,99,35
33639,1.62E+12,50,99,35
33640,1.62E+12,50,99,35
33641,1.62E+12,50,99,35
33642,1.62E+12,50,99,35
33643,1.62E+12,50,99,35
33644,1.62E+12,50,99,35
33645,1.62E+12,50,99,35
33646,1.62E+12,50,99,35
33647,1.62E+12,50,99,35
33648,1.62E+12,50,99,35
33649,1.62E+12,50,99,35
33650,1.62E+12,50,99,35
33651,1.62E+12,50,99,35
33652,1.62E+12,50,99,35
33653,1.62E+12,50,99,35
33654,1.62E+12,50,99,35
33655,1.62E+12,50,99,35
33656,1.62E+12,50,99,35
33657,1.62E+12,50,99,35
33658,1.62E+12,50,99,35
33659,1.62E+12,50,99,35
33660,1.62E+12,50,99,35
33661,1.62E+12,50,99,35
33662,1.62E+12,50,99,35
33663,1.62E+12,50,99,35
33664,1.62E+12,50,99,35
33665,1.62E+12,50,99,35
33666,1.62E+12,50,99,35
33667,1.62E+12,50,99,35
33668,1.62E+12,50,99,35
33669,1.62E+12,50,99,35
33670,1.62E+12,50,99,35
33671,1.62E+12,50,99,35
33672,1.62E+12,50,99,35
33673,1.62E+12,50,99,35
33674,1.62E+12,50,99,35
33675,1.62E+12,50,99,35
33676,1.62E+12,50,99,35
33677,1.62E+12,50,99,35
33678,1.62E+12,50,99,35
33679,1.62E+12,50,99,35
33680,1.62E+12,50,99,35
33681,1.62E+12,50,99,35
33682,1.62E+12,50,99,35
33683,1.62E+12,50,99,35
33684,1.62E+12,50,99,35
33685,1.62E+12,50,99,35
33686,1.62E+12,50,99,35
33687,1.62E+12,50,99,35
33688,1.62E+12,50,99,35
33689,1.62E+12,50,99,35
33690,1.62E+12,50,99,35
33691,1.62E+12,50,99,35
33692,1.62E+12,50,99,35
33693,1.62E+12,50,99,35
33694,1.62E+12,50,99,35
33695,1.62E+12,50,99,35
33696,1.62E+12,50,99,35
33697,1.62E+12,50,99,35
33698,1.62E+12,50,99,35
33699,1.62E+12,50,99,35
33700,1.62E+12,50,99,35
33701,1.62E+12,50,99,35
33702,1.62E+12,50,99,35
33703,1.62E+12,50,99,35
33704,1.62E+12,50,99,35
33705,1.62E+12,50,99,35
33706,1.62E+12,50,99,35
33707,1.62E+12,50,99,35
33708,1.62E+12,50,99,35
33709,1.62E+12,50,99,35
33710,1.62E+12,50,99,35
33711,1.62E+12,50,99,35
33712,1.62E+12,50,99,35
33713,1.62E+12,50,99,35
33714,1.62E+12,50,99,35
33715,1.62E+12,50,99,35
33716,1.62E+12,50,99,35
33717,1.62E+12,50,99,35
33718,1.62E+12,50,99,35
33719,1.62E+12,50,99,35
33720,1.62E+12,50,99,35
33721,1.62E+12,50,99,35
33722,1.62E+12,50,99,35
33723,1.62E+12,50,99,35
33724,1.62E+12,50,99,35
33725,1.62E+12,50,99,35
33726,1.62E+12,50,99,35
33727,1.62E+12,50,99,35
33728,1.62E+12,50,99,35
33729,1.62E+12,50,99,35
33730,1.62E+12,50,99,35
33731,1.62E+12,50,99,35
33732,1.62E+12,50,99,35
33733,1.62E+12,50,99,35
33734,1.62E+12,50,99,35
33735,1.62E+12,50,99,35
33736,1.62E+12,50,99,35
33737,1.62E+12,50,99,35
33738,1.62E+12,50,99,35
33739,1.62E+12,50,99,35
33740,1.62E+12,50,99,35
33741,1.62E+12,50,99,35
33742,1.62E+12,50,99,35
33743,1.62E+12,50,99,35
33744,1.62E+12,50,99,35
33745,1.62E+12,50,99,35
33746,1.62E+12,50,99,35
33747,1.62E+12,50,99,35
33748,1.62E+12,50,99,35
33749,1.62E+12,50,99,35
33750,1.62E+12,50,99,35
33751,1.62E+12,50,99,35
33752,1.62E+12,50,99,35
33753,1.62E+12,50,99,35
33754,1.62E+12,50,99,35
33755,1.62E+12,50,99,35
33756,1.62E+12,50,99,35
33757,1.62E+12,50,99,35
33758,1.62E+12,50,99,35
33759,1.62E+12,50,99,35
33760,1.62E+12,50,99,35
33761,1.62E+12,50,99,35
33762,1.62E+12,50,99,35
33763,1.62E+12,50,99,35
33764,1.62E+12,50,99,35
33765,1.62E+12,50,99,35
33766,1.62E+12,50,99,35
33767,1.62E+12,50,99,35
33768,1.62E+12,50,99,35
33769,1.62E+12,50,99,35
33770,1.62E+12,50,99,35
33771,1.62E+12,50,99,35
33772,1.62E+12,50,99,35
33773,1.62E+12,50,99,35
33774,1.62E+12,50,99,35
33775,1.62E+12,50,99,35
33776,1.62E+12,50,99,35
33777,1.62E+12,50,99,35
33778,1.62E+12,50,99,35
33779,1.62E+12,50,99,35
33780,1.62E+12,50,99,35
33781,1.62E+12,50,99,35
33782,1.62E+12,50,99,35
33783,1.62E+12,50,99,35
33784,1.62E+12,50,99,35
33785,1.62E+12,50,99,35
33786,1.62E+12,50,99,35
33787,1.62E+12,50,99,35
33788,1.62E+12,50,99,35
33789,1.62E+12,50,99,35
33790,1.62E+12,50,99,35
33791,1.62E+12,50,99,35
33792,1.62E+12,50,99,35
33793,1.62E+12,50,99,35
33794,1.62E+12,50,99,35
33795,1.62E+12,50,99,35
33796,1.62E+12,50,99,35
33797,1.62E+12,50,99,35
33798,1.62E+12,50,99,35
33799,1.62E+12,50,99,35
33800,1.62E+12,50,99,35
33801,1.62E+12,50,99,35
33802,1.62E+12,50,99,35
33803,1.62E+12,50,99,35
33804,1.62E+12,50,99,35
33805,1.62E+12,50,99,35
33806,1.62E+12,50,99,35
33807,1.62E+12,50,99,35
33808,1.62E+12,50,99,35
33809,1.62E+12,50,99,35
33810,1.62E+12,50,99,35
33811,1.62E+12,50,99,35
33812,1.62E+12,50,99,35
33813,1.62E+12,50,99,35
33814,1.62E+12,50,99,35
33815,1.62E+12,50,99,35
33816,1.62E+12,50,99,35
33817,1.62E+12,50,99,35
33818,1.62E+12,50,99,35
33819,1.62E+12,50,99,35
33820,1.62E+12,50,99,35
33821,1.62E+12,50,99,35
33822,1.62E+12,50,99,35
33823,1.62E+12,50,99,35
33824,1.62E+12,50,99,35
33825,1.62E+12,50,99,35
33826,1.62E+12,50,99,35
33827,1.62E+12,50,99,35
33828,1.62E+12,50,99,35
33829,1.62E+12,50,99,35
33830,1.62E+12,50,99,35
33831,1.62E+12,50,99,35
33832,1.62E+12,50,99,35
33833,1.62E+12,50,99,35
33834,1.62E+12,50,99,35
33835,1.62E+12,50,99,35
33836,1.62E+12,50,99,35
33837,1.62E+12,50,99,35
33838,1.62E+12,50,99,35
33839,1.62E+12,50,99,35
33840,1.62E+12,50,99,35
33841,1.62E+12,50,99,35
33842,1.62E+12,50,99,35
33843,1.62E+12,50,99,35
33844,1.62E+12,50,99,35
33845,1.62E+12,50,99,35
33846,1.62E+12,50,99,35
33847,1.62E+12,50,99,35
33848,1.62E+12,50,99,35
33849,1.62E+12,50,99,35
33850,1.62E+12,50,99,35
33851,1.62E+12,50,99,35
33852,1.62E+12,50,99,35
33853,1.62E+12,50,99,35
33854,1.62E+12,50,99,35
33855,1.62E+12,50,99,35
33856,1.62E+12,50,99,35
33857,1.62E+12,50,99,35
33858,1.62E+12,50,99,35
33859,1.62E+12,50,99,35
33860,1.62E+12,50,99,35
33861,1.62E+12,50,99,35
33862,1.62E+12,50,99,35
33863,1.62E+12,50,99,35
33864,1.62E+12,50,99,35
33865,1.62E+12,50,99,35
33866,1.62E+12,50,99,35
33867,1.62E+12,50,99,35
33868,1.62E+12,50,99,35
33869,1.62E+12,50,99,35
33870,1.62E+12,50,99,35
33871,1.62E+12,50,99,35
33872,1.62E+12,50,99,35
33873,1.62E+12,50,99,35
33874,1.62E+12,50,99,35
33875,1.62E+12,50,99,35
33876,1.62E+12,50,99,35
33877,1.62E+12,50,99,35
33878,1.62E+12,50,99,35
33879,1.62E+12,50,99,35
33880,1.62E+12,50,99,35
33881,1.62E+12,50,99,35
33882,1.62E+12,50,99,35
33883,1.62E+12,50,99,35
33884,1.62E+12,50,99,35
33885,1.62E+12,50,99,35
33886,1.62E+12,50,99,35
33887,1.62E+12,50,99,35
33888,1.62E+12,50,99,35
33889,1.62E+12,50,99,35
33890,1.62E+12,50,99,35
33891,1.62E+12,50,99,35
33892,1.62E+12,50,99,35
33893,1.62E+12,50,99,35
33894,1.62E+12,50,99,35
33895,1.62E+12,50,99,35
33896,1.62E+12,50,99,35
33897,1.62E+12,50,99,35
33898,1.62E+12,50,99,35
33899,1.62E+12,50,99,35
33900,1.62E+12,50,99,35
33901,1.62E+12,50,99,35
33902,1.62E+12,50,99,35
33903,1.62E+12,50,99,35
33904,1.62E+12,50,99,35
33905,1.62E+12,50,99,35
33906,1.62E+12,50,99,35
33907,1.62E+12,50,99,35
33908,1.62E+12,50,99,35
33909,1.62E+12,50,99,35
33910,1.62E+12,50,99,35
33911,1.62E+12,50,99,35
33912,1.62E+12,50,99,35
33913,1.62E+12,50,99,35
33914,1.62E+12,50,99,35
33915,1.62E+12,50,99,35
33916,1.62E+12,50,99,35
33917,1.62E+12,50,99,35
33918,1.62E+12,50,99,35
33919,1.62E+12,50,99,35
33920,1.62E+12,50,99,35
33921,1.62E+12,50,99,35
33922,1.62E+12,50,99,35
33923,1.62E+12,50,99,35
33924,1.62E+12,50,99,35
33925,1.62E+12,50,99,35
33926,1.62E+12,50,99,35
33927,1.62E+12,50,99,35
33928,1.62E+12,50,99,35
33929,1.62E+12,50,99,35
33930,1.62E+12,50,99,35
33931,1.62E+12,50,99,35
33932,1.62E+12,50,99,35
33933,1.62E+12,50,99,35
33934,1.62E+12,50,99,35
33935,1.62E+12,50,99,35
33936,1.62E+12,50,99,35
33937,1.62E+12,50,99,35
33938,1.62E+12,50,99,35
33939,1.62E+12,50,99,35
33940,1.62E+12,50,99,35
33941,1.62E+12,50,99,35
33942,1.62E+12,50,99,35
33943,1.62E+12,50,99,35
33944,1.62E+12,50,99,35
33945,1.62E+12,50,99,35
33946,1.62E+12,50,99,35
33947,1.62E+12,50,99,35
33948,1.62E+12,50,99,35
33949,1.62E+12,50,99,35
33950,1.62E+12,50,99,35
33951,1.62E+12,50,99,35
33952,1.62E+12,50,99,35
33953,1.62E+12,50,99,35
33954,1.62E+12,50,99,35
33955,1.62E+12,50,99,35
33956,1.62E+12,50,99,35
33957,1.62E+12,50,99,35
33958,1.62E+12,50,99,35
33959,1.62E+12,50,99,35
33960,1.62E+12,50,99,35
33961,1.62E+12,50,99,35
33962,1.62E+12,50,99,35
33963,1.62E+12,50,99,35
33964,1.62E+12,50,99,35
33965,1.62E+12,50,99,35
33966,1.62E+12,50,99,35
33967,1.62E+12,50,99,35
33968,1.62E+12,50,99,35
33969,1.62E+12,50,99,35
33970,1.62E+12,50,99,35
33971,1.62E+12,50,99,35
33972,1.62E+12,50,99,35
33973,1.62E+12,50,99,35
33974,1.62E+12,50,99,35
33975,1.62E+12,50,99,35
33976,1.62E+12,50,99,35
33977,1.62E+12,50,99,35
33978,1.62E+12,50,99,35
33979,1.62E+12,50,99,35
33980,1.62E+12,50,99,35
33981,1.62E+12,50,99,35
33982,1.62E+12,50,99,35
33983,1.62E+12,50,99,35
33984,1.62E+12,50,99,35
33985,1.62E+12,50,99,35
33986,1.62E+12,50,99,35
33987,1.62E+12,50,99,35
33988,1.62E+12,50,99,35
33989,1.62E+12,50,99,35
33990,1.62E+12,50,99,35
33991,1.62E+12,50,99,35
33992,1.62E+12,50,99,35
33993,1.62E+12,50,99,35
33994,1.62E+12,50,99,35
33995,1.62E+12,50,99,35
33996,1.62E+12,50,99,35
33997,1.62E+12,50,99,35
33998,1.62E+12,50,99,35
33999,1.62E+12,50,99,35
34000,1.62E+12,50,99,35
34001,1.62E+12,50,99,35
34002,1.62E+12,50,99,35
34003,1.62E+12,50,99,35
34004,1.62E+12,50,99,35
34005,1.62E+12,50,99,35
34006,1.62E+12,50,99,35
34007,1.62E+12,50,99,35
34008,1.62E+12,50,99,35
34009,1.62E+12,50,99,35
34010,1.62E+12,50,99,35
34011,1.62E+12,50,99,35
34012,1.62E+12,50,99,35
34013,1.62E+12,50,99,35
34014,1.62E+12,50,99,35
34015,1.62E+12,50,99,35
34016,1.62E+12,50,99,35
34017,1.62E+12,50,99,35
34018,1.62E+12,50,99,35
34019,1.62E+12,50,99,35
34020,1.62E+12,50,99,35
34021,1.62E+12,50,99,35
34022,1.62E+12,50,99,35
34023,1.62E+12,50,99,35
34024,1.62E+12,50,99,35
34025,1.62E+12,50,99,35
34026,1.62E+12,50,99,35
34027,1.62E+12,50,99,35
34028,1.62E+12,50,99,35
34029,1.62E+12,50,99,35
34030,1.62E+12,36,98,35
34031,1.62E+12,36,98,35
34032,1.62E+12,36,98,35
34033,1.62E+12,36,98,35
34034,1.62E+12,36,98,35
34035,1.62E+12,36,98,35
34036,1.62E+12,36,98,35
34037,1.62E+12,36,98,35
34038,1.62E+12,36,98,35
34039,1.62E+12,36,98,35
34040,1.62E+12,36,98,35
34041,1.62E+12,36,98,35
34042,1.62E+12,36,98,35
34043,1.62E+12,36,98,35
34044,1.62E+12,36,98,35
34045,1.62E+12,36,98,35
34046,1.62E+12,36,98,35
34047,1.62E+12,36,98,35
34048,1.62E+12,36,98,35
34049,1.62E+12,36,98,35
34050,1.62E+12,36,98,35
34051,1.62E+12,36,98,35
34052,1.62E+12,36,98,35
34053,1.62E+12,36,98,35
34054,1.62E+12,36,98,35
34055,1.62E+12,36,98,35
34056,1.62E+12,36,98,35
34057,1.62E+12,36,98,35
34058,1.62E+12,36,98,35
34059,1.62E+12,36,98,35
34060,1.62E+12,36,98,35
34061,1.62E+12,36,98,35
34062,1.62E+12,36,98,35
34063,1.62E+12,36,98,35
34064,1.62E+12,36,98,35
34065,1.62E+12,36,98,35
34066,1.62E+12,0,0,35
34067,1.62E+12,0,0,35
34068,1.62E+12,0,0,35
34069,1.62E+12,0,0,35
34070,1.62E+12,0,0,35
34071,1.62E+12,0,0,35
34072,1.62E+12,0,0,35
34073,1.62E+12,0,0,35
34074,1.62E+12,0,0,35
34075,1.62E+12,0,0,35
34076,1.62E+12,0,0,35
34077,1.62E+12,0,0,35
34078,1.62E+12,0,0,35
34079,1.62E+12,0,0,35
34080,1.62E+12,0,0,35
34081,1.62E+12,0,0,35
34082,1.62E+12,0,0,35
34083,1.62E+12,0,0,35
34084,1.62E+12,0,0,35
34085,1.62E+12,0,0,35
34086,1.62E+12,0,0,35
34087,1.62E+12,0,0,35
34088,1.62E+12,0,0,35
34089,1.62E+12,0,0,35
34090,1.62E+12,0,0,35
34091,1.62E+12,0,0,35
34092,1.62E+12,0,0,35
34093,1.62E+12,0,0,35
34094,1.62E+12,0,0,35
34095,1.62E+12,0,0,35
34096,1.62E+12,0,0,35
34097,1.62E+12,0,0,35
